ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q5,Q6_4,Q6_13,Q6_2,Q6_3,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_12_TEXT,Q7,Q7_8_TEXT,Q8,Q8_5_TEXT,Q9,Q9_10_TEXT,Q10,Q10_7_TEXT,Q11,Q12,Q13,Q14
R_CdzbN0dgRQbCoVj,ES-ES,Southern Louisiana,Innovation,,"Pre-k,6th Grade","Less than $25,000",1,2,3,4,5,7,8,9,6,10,11,12,7 11,"Focus on whole child development,Family partnership approach",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Safety and security,Curriculum and academic rigor",,"Referral from friend or family member,Social media",,Yes,Asta el 5 es en esa escuela ,Son muy buenos maestros se preocupan por los estudiantes ,Que se preparé más 
R_3prmcfjLXImsP4H,EN,Permian Basin,Yukon,,"Kinder,2nd Grade","$150,000 - $199,999",1,2,6,3,4,5,10,12,7,9,8,11,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Class sizes,,Social media,,Yes,,,
R_zU4xR82NULK6LuN,EN,Rio Grande Valley,La Joya,,"Pre-k,2nd Grade","Less than $25,000",4,5,6,11,8,10,3,9,7,2,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Referral from friend or family member,,Yes,I have 2 cousins that graduated from idea and their success stories are god willing something the same if not better for both of my daughters futures ,They’re doing such a great job the only thing I ask is to keep up the good work and keep the consistency Idea is very appreciated ,I’m glad that my daughters can attend a school where their goal is to get them to and through college. My public school expectations weren’t very high and enforced and who’s to say what path I would have been on if I had the same opportunities Idea offers. I’m very grateful Idea offers everything they do and very thankful for their commitment.
R_20ZPJAgsBFf1rp8,ES-ES,Rio Grande Valley,Los Encinos,,"Kinder,2nd Grade,8th Grade","Less than $25,000",1,3,4,5,6,7,8,9,10,11,12,2,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Curriculum and academic rigor,Social Emotional Learning Programs",,"Online search,Social media",,Yes,,,Son exelentes 
R_3G8ncvzaGnxsKoh,EN,Rio Grande Valley,Weslaco Pike,,Pre-k,,2,6,11,7,9,5,10,3,8,4,1,12,,"Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Diversity and inclusion",,Referral from friend or family member,,,,,
R_VUKIz1M63U4GKtj,ES-ES,Permian Basin,Yukon,No,"4th Grade,7th Grade","$100,000 - $149,999",7,2,5,9,4,1,10,8,11,6,3,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,"Class sizes,Safety and security,Curriculum and academic rigor",,"Referral from friend or family member,Social media",,No,"Búsqueda de un ambiente más seguro, con profesores más capacitados, donde se exploten todas las virtudes y capacidades  de mis hijo. También está escuela se encuentra al lado de nuestro hogar. ","Más seguro. mayor nivel de educación. el cariño, la disciplina, la compasión, la empatía, el compañerismo, la igualdad y la tolerancia ","Estamos muy emocionados  de poder entrar a este maravilloso colegio, nos han hablado maravillas de ustedes por eso creemos firmemente  que es la mejor opción para nuestra familia. Nuestros hijos vienen con bases muy sólidas de una escuela privada, católica, bilingüe  en Colombia. Esperamos tener noticias pronto. Muchas gracias "
R_cVd1QO3mep2cVLr,EN,El Paso,Edgemere,,5th Grade,"$75,000 - $99,999",1,5,8,2,9,7,6,12,10,4,3,11,,Focus on whole child development,,"Preparing for college,Developing strong character traits",,"Availability of transportation,Diversity and inclusion",,Online search,,No,My daughter was not selected,,Open more campuses and do not make the selection process so difficult. I am no longer considering IDEA schools and will not in the future.
R_2AS9JDYHz6oko1N,EN,San Antonio,South Flores,,Kinder,"$75,000 - $99,999",1,2,10,4,5,6,8,11,9,7,3,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Availability of transportation,,Other (Please specify),Driving by,Yes,"Academic success, and focusing on my child as an individual ",NA,NA
R_2ElZ3l8V6d6vdWe,EN,San Antonio,South Flores,,1st Grade,"$75,000 - $99,999",2,6,5,3,7,9,4,8,10,11,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Bilingual Education Program,Social Emotional Learning Programs",,,,No,"College preparation, teachers",Safety ,
R_114vnYbxnpLoLzB,ES-ES,Tampa,Hope,No,Kinder,"Less than $25,000",2,3,4,5,1,6,12,7,8,9,10,11,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Safety and security,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,"Online search,Social media,Billboard or other outdoor advertising",,Yes,Me gusta q no tenga comentarios malos y por lo q leí acerca de la escuela es q tiene una buena relación entre padres y alumnos seguridad muy buena.,,
R_1gLOlCFdYcu0YEz,EN,Permian Basin,Yukon,,"5th Grade,6th Grade","$25,000 - $49,999",2,3,1,4,5,6,7,10,11,9,8,12,,Focus on whole child development,,Preparing for college,,Availability of transportation,,Referral from friend or family member,,Yes,Good School,Teaching/Food,No
R_2wACSgvGYL3Qfv3,EN,Permian Basin,Yukon,,"Kinder,4th Grade","$75,000 - $99,999",3,4,7,8,6,5,9,11,10,1,2,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,,,Other (Please specify),My son went there last year and it was too far but we want our kids to go back. We loved it enough to make the drive. ,No,Poor communication ,Hope to have good communication and more involvement ,
R_31HRSEhSP6IOwka,EN,San Antonio,South Flores,,"Kinder,1st Grade","$75,000 - $99,999",2,1,3,5,4,6,10,11,8,7,9,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation",,"Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Class sizes,Curriculum and academic rigor",,"Referral from friend or family member,Social media",,Yes,,,
R_2AST7h7pOKoWAcX,EN,Tarrant County,Southeast,,6th Grade,"Less than $25,000",1,2,4,5,6,7,3,10,11,9,8,12,,Focus on whole child development,,Developing strong character traits,,Other (Please specify),,Social media,,No,The care of the students ,They are more into the students needs to be successful. ,
R_2WNYZSK59P7aOdb,ES-ES,Rio Grande Valley,McAllen,,"Kinder,4th Grade","Less than $25,000",1,2,6,4,8,7,5,3,10,11,9,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,"Availability of transportation,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,"Online search,Referral from friend or family member",,Yes,"Tener referencias buenas de la escuela. También me gusta la opción que tienen de estudios que va desde el Pre-k hasta grado 12, y que mis niños puedan asistir a una misma escuela. ","Que mis hijos, al estar en escuelas IDEA puedan salir mejor preparados para ingresar a la universidad, ya que tendrían la misma visión de estudios para prepararse","Las metas para mis hijos serían que se adapten a la escuela, ya que con la educación que brinda la escuela, puedan seguí hasta grado 12 y salir mejor preparados para la universidad y decir con orgullo que pertenecen a una escuela IDEA "
R_2wRKUOjP2o9ZjI7,EN,Greater Houston Area,Lake Houston,,Kinder,"$50,000 - $74,999",4,5,6,7,11,9,8,2,10,3,1,12,,"Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Safety and security,Bilingual Education Program,Other (Please specify)",Heard bad things about idea’s staff ,Referral from friend or family member,,Yes,Bilingual and safety ,Academics ,
R_12o5pt96Zmyi2WZ,EN,Permian Basin,Yukon,,"2nd Grade,3rd Grade","$75,000 - $99,999",1,2,3,4,5,6,7,9,8,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,"Online search,Referral from friend or family member,Social media,Other (Please specify)",I was a substitute there. ,Yes,The great things i hear about IDEA. ,Better education.,
R_3I9RgJVPiQKeJs5,EN,Permian Basin,Yukon,,5th Grade,"$100,000 - $149,999",1,2,3,4,5,9,6,11,8,7,10,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Pursuing a specific career of field,Developing strong character traits",,,,Referral from friend or family member,,No,"Teacher are overwhelmed, some kids need small class oriented ","Smaller groups, focused on kids ",
R_1nTUUkaUNoFYj1N,EN,Permian Basin,Yukon,,6th Grade,"$25,000 - $49,999",3,4,9,7,10,1,6,11,8,5,2,12,,Focus on whole child development,,Preparing for college,,,,A Community Event,,Yes,Grade level,,
R_3CVLf4bjMgs7BEJ,ES-ES,San Antonio,,78218,11th Grade,"Less than $25,000",1,2,3,4,5,6,7,8,9,10,11,12,EVERY THING,Focus on whole child development,,Preparing for college,,"Availability of transportation,Cost of attendance,Class sizes,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs",,Social media,,No,MEJOR ESCUELA,ES CHARTER FUNCIONAN MEJOR,UNA BUENA INCLUSION EDUCATIVA
